acetaldehyde|c	ethanol|c	ADH7 ADH4 ADH1A ZADH2 ADH5 ADHFE1 AKR1A1 CYP2E1 ADH1C ADH1B ADH6
dihomo-gamma-linolenoyl-CoA|c	heneicosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
dihomo-gamma-linolenoyl-CoA|c	myristoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(8Z,11Z)-eicosadienoyl-CoA|c	dihomo-gamma-linolenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA|c	dihomo-gamma-linolenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
dihomo-gamma-linolenoyl-CoA|c	nonadecanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
12,15,18,21-tetracosatetraenoyl-CoA|c	dihomo-gamma-linolenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
9-heptadecenoyl-CoA|c	dihomo-gamma-linolenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
dihomo-gamma-linolenoyl-CoA|c	docosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(7Z)-octadecenoyl-CoA|c	dihomo-gamma-linolenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
dihomo-gamma-linolenoyl-CoA|c	hexacosenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA|c	dihomo-gamma-linolenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA|c	dihomo-gamma-linolenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
dihomo-gamma-linolenoyl-CoA|c	eicosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
dihomo-gamma-linolenoyl-CoA|c	pentadecanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA|c	dihomo-gamma-linolenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
cis-vaccenoyl-CoA|c	dihomo-gamma-linolenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
dihomo-gamma-linolenoyl-CoA|c	heptadecanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(13Z)-docosenoyl-CoA|c	dihomo-gamma-linolenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
dihomo-gamma-linolenoyl-CoA|c	lauroyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA|c	dihomo-gamma-linolenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(6Z,9Z)-octadecadienoyl-CoA|c	dihomo-gamma-linolenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
dihomo-gamma-linolenoyl-CoA|c	palmitoleoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(9E)-tetradecenoyl-CoA|c	dihomo-gamma-linolenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA|c	dihomo-gamma-linolenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(9E)-octadecenoyl-CoA|c	dihomo-gamma-linolenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(13Z)-eicosenoyl-CoA|c	dihomo-gamma-linolenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA|c	dihomo-gamma-linolenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(11Z)-docosenoyl-CoA|c	dihomo-gamma-linolenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(11Z,14Z)-eicosadienoyl-CoA|c	dihomo-gamma-linolenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(13Z,16Z)-docosadienoyl-CoA|c	dihomo-gamma-linolenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
dihomo-gamma-linolenoyl-CoA|c	tetracosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
dihomo-gamma-linolenoyl-CoA|c	palmitoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA|c	dihomo-gamma-linolenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
dihomo-gamma-linolenoyl-CoA|c	gamma-linolenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(11Z)-eicosenoyl-CoA|c	dihomo-gamma-linolenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA|c	dihomo-gamma-linolenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(11Z,14Z,17Z)-eicosatrienoyl-CoA|c	dihomo-gamma-linolenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
9-eicosenoyl-CoA|c	dihomo-gamma-linolenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
heneicosanoyl-CoA|c	myristoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(8Z,11Z)-eicosadienoyl-CoA|c	heneicosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA|c	heneicosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
heneicosanoyl-CoA|c	nonadecanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
arachidonyl-CoA|c	heneicosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
12,15,18,21-tetracosatetraenoyl-CoA|c	heneicosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
9-heptadecenoyl-CoA|c	heneicosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
docosanoyl-CoA|c	heneicosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(7Z)-octadecenoyl-CoA|c	heneicosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
heneicosanoyl-CoA|c	hexacosenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA|c	heneicosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA|c	heneicosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
eicosanoyl-CoA|c	heneicosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
heneicosanoyl-CoA|c	pentadecanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA|c	heneicosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
cis-vaccenoyl-CoA|c	heneicosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
heneicosanoyl-CoA|c	heptadecanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(13Z)-docosenoyl-CoA|c	heneicosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
heneicosanoyl-CoA|c	lauroyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA|c	heneicosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(6Z,9Z)-octadecadienoyl-CoA|c	heneicosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
heneicosanoyl-CoA|c	palmitoleoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(9E)-tetradecenoyl-CoA|c	heneicosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA|c	heneicosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(9E)-octadecenoyl-CoA|c	heneicosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(13Z)-eicosenoyl-CoA|c	heneicosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA|c	heneicosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(11Z)-docosenoyl-CoA|c	heneicosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(11Z,14Z)-eicosadienoyl-CoA|c	heneicosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(13Z,16Z)-docosadienoyl-CoA|c	heneicosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
heneicosanoyl-CoA|c	tetracosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
heneicosanoyl-CoA|c	palmitoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA|c	heneicosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
gamma-linolenoyl-CoA|c	heneicosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(11Z)-eicosenoyl-CoA|c	heneicosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA|c	heneicosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(11Z,14Z,17Z)-eicosatrienoyl-CoA|c	heneicosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
9-eicosenoyl-CoA|c	heneicosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(8Z,11Z)-eicosadienoyl-CoA|c	myristoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA|c	myristoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
myristoyl-CoA|c	nonadecanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
arachidonyl-CoA|c	myristoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
12,15,18,21-tetracosatetraenoyl-CoA|c	myristoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
9-heptadecenoyl-CoA|c	myristoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
docosanoyl-CoA|c	myristoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(7Z)-octadecenoyl-CoA|c	myristoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
hexacosenoyl-CoA|c	myristoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA|c	myristoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA|c	myristoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
eicosanoyl-CoA|c	myristoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
myristoyl-CoA|c	pentadecanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA|c	myristoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
cis-vaccenoyl-CoA|c	myristoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
heptadecanoyl-CoA|c	myristoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(13Z)-docosenoyl-CoA|c	myristoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
lauroyl-CoA|c	myristoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA|c	myristoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(6Z,9Z)-octadecadienoyl-CoA|c	myristoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
myristoyl-CoA|c	palmitoleoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA|c	myristoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(9E)-octadecenoyl-CoA|c	myristoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(13Z)-eicosenoyl-CoA|c	myristoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA|c	myristoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(11Z)-docosenoyl-CoA|c	myristoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(11Z,14Z)-eicosadienoyl-CoA|c	myristoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(13Z,16Z)-docosadienoyl-CoA|c	myristoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
myristoyl-CoA|c	tetracosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
myristoyl-CoA|c	palmitoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA|c	myristoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
gamma-linolenoyl-CoA|c	myristoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(11Z)-eicosenoyl-CoA|c	myristoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA|c	myristoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(11Z,14Z,17Z)-eicosatrienoyl-CoA|c	myristoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
9-eicosenoyl-CoA|c	myristoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA|c	(8Z,11Z)-eicosadienoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(8Z,11Z)-eicosadienoyl-CoA|c	nonadecanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(8Z,11Z)-eicosadienoyl-CoA|c	arachidonyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(8Z,11Z)-eicosadienoyl-CoA|c	12,15,18,21-tetracosatetraenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(8Z,11Z)-eicosadienoyl-CoA|c	9-heptadecenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(8Z,11Z)-eicosadienoyl-CoA|c	docosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(7Z)-octadecenoyl-CoA|c	(8Z,11Z)-eicosadienoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(8Z,11Z)-eicosadienoyl-CoA|c	hexacosenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA|c	(8Z,11Z)-eicosadienoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA|c	(8Z,11Z)-eicosadienoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(8Z,11Z)-eicosadienoyl-CoA|c	eicosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(8Z,11Z)-eicosadienoyl-CoA|c	pentadecanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA|c	(8Z,11Z)-eicosadienoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(8Z,11Z)-eicosadienoyl-CoA|c	cis-vaccenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(8Z,11Z)-eicosadienoyl-CoA|c	heptadecanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(13Z)-docosenoyl-CoA|c	(8Z,11Z)-eicosadienoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(8Z,11Z)-eicosadienoyl-CoA|c	lauroyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA|c	(8Z,11Z)-eicosadienoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(6Z,9Z)-octadecadienoyl-CoA|c	(8Z,11Z)-eicosadienoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(8Z,11Z)-eicosadienoyl-CoA|c	palmitoleoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(8Z,11Z)-eicosadienoyl-CoA|c	(9E)-tetradecenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(8Z,11Z)-eicosadienoyl-CoA|c	(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(8Z,11Z)-eicosadienoyl-CoA|c	(9E)-octadecenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(13Z)-eicosenoyl-CoA|c	(8Z,11Z)-eicosadienoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(8Z,11Z)-eicosadienoyl-CoA|c	(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(11Z)-docosenoyl-CoA|c	(8Z,11Z)-eicosadienoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(11Z,14Z)-eicosadienoyl-CoA|c	(8Z,11Z)-eicosadienoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(13Z,16Z)-docosadienoyl-CoA|c	(8Z,11Z)-eicosadienoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(8Z,11Z)-eicosadienoyl-CoA|c	tetracosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(8Z,11Z)-eicosadienoyl-CoA|c	palmitoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(8Z,11Z)-eicosadienoyl-CoA|c	(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(8Z,11Z)-eicosadienoyl-CoA|c	gamma-linolenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(11Z)-eicosenoyl-CoA|c	(8Z,11Z)-eicosadienoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA|c	(8Z,11Z)-eicosadienoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(11Z,14Z,17Z)-eicosatrienoyl-CoA|c	(8Z,11Z)-eicosadienoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(8Z,11Z)-eicosadienoyl-CoA|c	9-eicosenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA|c	nonadecanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA|c	arachidonyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA|c	12,15,18,21-tetracosatetraenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA|c	9-heptadecenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA|c	docosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(7Z)-octadecenoyl-CoA|c	(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA|c	hexacosenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA|c	(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA|c	(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA|c	eicosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA|c	pentadecanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA|c	(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA|c	cis-vaccenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA|c	heptadecanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(13Z)-docosenoyl-CoA|c	(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA|c	lauroyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA|c	(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(6Z,9Z)-octadecadienoyl-CoA|c	(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA|c	palmitoleoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA|c	(9E)-tetradecenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA|c	(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA|c	(9E)-octadecenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(13Z)-eicosenoyl-CoA|c	(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA|c	(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(11Z)-docosenoyl-CoA|c	(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(11Z,14Z)-eicosadienoyl-CoA|c	(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(13Z,16Z)-docosadienoyl-CoA|c	(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA|c	tetracosanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA|c	palmitoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA|c	(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA|c	gamma-linolenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(11Z)-eicosenoyl-CoA|c	(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA|c	(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(11Z,14Z,17Z)-eicosatrienoyl-CoA|c	(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA|c	9-eicosenoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
arachidonyl-CoA|c	nonadecanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
12,15,18,21-tetracosatetraenoyl-CoA|c	nonadecanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
9-heptadecenoyl-CoA|c	nonadecanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
docosanoyl-CoA|c	nonadecanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(7Z)-octadecenoyl-CoA|c	nonadecanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
hexacosenoyl-CoA|c	nonadecanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA|c	nonadecanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA|c	nonadecanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
eicosanoyl-CoA|c	nonadecanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
nonadecanoyl-CoA|c	pentadecanoyl-CoA|c	ELOVL4 ELOVL2 ELOVL5 ELOVL6
